"ACC_ID","FIRST_NAME","LAST_NAME","EMAIL","PHONE","DOB","GENDER","INCOME","INCOME_TYPE","CC_STATUS","CAR","REALTY","FAMILY_STATUS","FAM_MEMBERS","CHILDREN","HOUSING_TYPE","EDUCATION_TYPE","OCCUPATION_TYPE","DATE_EMPLOYED","CITY"
"5580720","Austine","Benham","abenhamdr@gov.uk","735-630-3203","1994-02-13","Female","157500","Working","Approved","N","N","Single / not married","1","0","With parents","Secondary / secondary special","Sales staff","2018-08-31","Cuchumbaya"
"5603311","Allen","Capoun","acapoun17@com.com","811-308-2706","1994-11-02","Female","90000","Working","Pending Approval","N","Y","Single / not married","1","0","House / apartment","Secondary / secondary special","Laborers","2017-01-03","Santa Catarina Ixtahuacán"
"5609594","Heidi","Attwill","hattwill75@statcounter.com","794-558-5791","1975-10-25","Female","292500","Commercial associate","Pending Approval","N","N","Separated","1","0","With parents","Higher education","Managers","2018-06-28","Pancalan"
"5610042","Gerta","Baish","gbaish19@bbc.co.uk","739-846-8861","1969-04-07","Female","751500","Commercial associate","Approved","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Accountants","2011-10-30","Huilong"
"5614342","Arlina","Tripett","atripett1k@cloudflare.com","717-868-8046","1977-05-01","Male","270000","Working","Approved","N","Y","Married","3","1","House / apartment","Secondary / secondary special","Private service staff","2015-12-15","Daohe"
"5618025","Esta","Blewis","eblewis7h@yellowpages.com","849-808-5670","1988-10-10","Male","202500","Commercial associate","Pending Approval","Y","Y","Single / not married","1","0","House / apartment","Secondary / secondary special","Laborers","2020-05-15","Puerto Boyacá"
"5618354","Langsdon","Holme","lholmec9@spiegel.de","333-521-7973","1991-04-06","Male","157500","Working","Approved","N","N","Married","4","2","House / apartment","Secondary / secondary special","Drivers","2016-07-31","Xiangxiang"
"5625925","Deonne","Mincini","dmincini67@diigo.com","360-770-8180","1980-04-04","Male","94500","Commercial associate","Not Applied","N","Y","Civil marriage","2","0","House / apartment","Secondary / secondary special","Sales staff","2019-12-20","Trzebinia"
"5626713","Alonzo","Glenfield","aglenfield27@unc.edu","782-234-2758","1969-08-11","Male","292500","Working","Approved","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Drivers","2013-01-18","Stykkishólmur"
"5628448","Rodrigo","Ruddock","rruddock2o@mit.edu","491-625-8732","1977-04-28","Male","360000","Commercial associate","Not Applied","Y","N","Married","2","0","House / apartment","Secondary / secondary special","Drivers","2014-04-28","Zhangdiyingzi"
"5628554","Mason","Le Noir","mlenoir3r@cafepress.com","765-695-0775","1969-09-07","Male","112500","Working","Approved","Y","N","Married","2","0","House / apartment","Higher education","Sales staff","2019-05-29","La Palma"
"5633499","Clarine","Pickring","cpickring3k@t.co","708-697-1727","1988-10-20","Female","112500","Working","Not Applied","N","N","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2013-07-19","Wafang"
"5636554","Fran","Hitzschke","fhitzschkedn@umn.edu","708-729-7674","1996-06-16","Female","202500","Commercial associate","Approved","Y","Y","Single / not married","1","0","With parents","Higher education","Core staff","2018-08-04","Mionica"
"5636593","Chrisse","Heindrick","cheindrick2p@msn.com","569-703-1131","1974-04-17","Male","135000","Working","Not Applied","N","Y","Separated","1","0","House / apartment","Higher education","Core staff","2006-11-04","Sagaing"
"5636649","Addi","Spurrier","aspurrier37@posterous.com","958-115-7023","1964-02-05","Female","112500","Working","Declined","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Security staff","2016-07-03","Were"
"5641551","Aldus","Cotman","acotman2c@spotify.com","999-483-0479","1980-06-13","Female","180000","Commercial associate","Declined","Y","Y","Married","2","0","House / apartment","Higher education","Laborers","2012-09-02","Betong"
"5651681","Bancroft","Worstall","bworstall8z@blogspot.com","986-491-9038","1992-02-23","Male","202500","Commercial associate","Not Applied","N","N","Single / not married","1","0","House / apartment","Incomplete higher","Core staff","2016-04-06","La Unión"
"5668522","Avrit","Cope","acopeds@imdb.com","654-690-6314","1990-07-16","Female","337500","State servant","Pending Approval","Y","N","Married","4","2","House / apartment","Secondary / secondary special","Laborers","2011-05-16","Watulabara"
"5677409","Anallise","Iglesiaz","aiglesiaz9n@delicious.com","618-610-0398","1964-05-16","Male","87750","Working","Pending Approval","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Security staff","2015-08-30","Pickering"
"5677737","Vilhelmina","Tallow","vtallowa4@epa.gov","183-188-6486","1988-06-25","Female","292500","Working","Not Applied","Y","N","Married","4","2","House / apartment","Secondary / secondary special","Laborers","2006-10-01","Sieroszewice"
"5678214","Merv","Cattroll","mcattroll73@blog.com","687-429-7489","1989-02-07","Male","157500","Commercial associate","Approved","N","Y","Civil marriage","3","1","House / apartment","Secondary / secondary special","Laborers","2018-06-01","Pa Tio"
"5678660","Bent","Trewhela","btrewhelab@tuttocitta.it","663-885-0270","1989-06-27","Male","270000","Working","Not Applied","N","Y","Single / not married","1","0","House / apartment","Incomplete higher","Managers","2020-05-31","Saryaghash"
"5678793","Claudelle","Howen","chowenb3@com.com","397-323-6556","1976-06-09","Male","45000","State servant","Declined","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Medicine staff","1996-12-29","Ngepoh Kidul"
"5678969","Zorana","Niaves","zniaves1c@usnews.com","362-751-1232","1983-10-08","Male","216000","Commercial associate","Not Applied","N","Y","Single / not married","2","1","House / apartment","Incomplete higher","Accountants","2017-04-30","Herálec"
"5678977","Kare","Hexter","khexterca@cdbaby.com","741-788-5501","1982-04-23","Male","103500","Working","Not Applied","N","Y","Married","3","1","House / apartment","Secondary / secondary special","Laborers","2001-01-29","Tsant"
"5679704","Sherri","Sanpere","ssanpere45@narod.ru","867-992-4417","1994-10-02","Male","112500","Working","Approved","Y","N","Married","5","3","House / apartment","Lower secondary","Drivers","2017-11-05","Yaohua"
"5680343","Greg","Barttrum","gbarttrum76@plala.or.jp","385-595-8560","1967-02-13","Female","112500","Working","Declined","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Low-skill Laborers","2003-05-06","Skhira"
"5680379","Jenilee","Rigts","jrigts7a@mtv.com","832-366-6386","1988-11-19","Female","180000","Working","Approved","Y","Y","Married","4","2","House / apartment","Secondary / secondary special","Private service staff","2019-07-06","Komyshany"
"5689241","Dorisa","Baldacchi","dbaldacchi5t@admin.ch","890-458-3750","1972-08-02","Female","225000","Working","Approved","Y","Y","Married","3","1","House / apartment","Higher education","Core staff","2007-03-22","‘Ayn al Bayḑā"
"5701983","Josee","Belchamber","jbelchamber4y@flavors.me","799-520-2555","1983-08-08","Male","292500","Working","Not Applied","Y","Y","Widow","1","0","House / apartment","Secondary / secondary special","Medicine staff","2007-10-26","Ţahţā"
"5702705","Emily","Poetz","epoetz89@facebook.com","189-909-3742","1971-04-29","Male","45000","Working","Pending Approval","N","N","Married","2","0","House / apartment","Secondary / secondary special","Managers","1991-09-24","Pau"
"5708583","Gennifer","Bendel","gbendeldm@ft.com","111-385-8559","1991-02-26","Female","270000","Commercial associate","Declined","Y","Y","Married","3","1","House / apartment","Secondary / secondary special","Drivers","2019-04-17","Cabuyao"
"5709351","Alvin","Rykert","arykert43@ftc.gov","863-229-5933","1981-07-29","Female","202500","Commercial associate","Not Applied","Y","N","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2012-05-16","Velikiye Borki"
"5726730","Walden","Grigorkin","wgrigorkindg@columbia.edu","281-271-1078","1974-07-26","Male","405000","State servant","Pending Approval","Y","Y","Married","3","1","House / apartment","Secondary / secondary special","Drivers","1998-11-25","Alikalia"
"5727318","Celestyna","Flaunders","cflaundersd3@washingtonpost.com","436-279-0921","1970-11-15","Female","180000","Commercial associate","Approved","Y","Y","Single / not married","1","0","House / apartment","Secondary / secondary special","Drivers","2009-02-24","Abades"
"5730073","Norman","Babbage","nbabbage3n@ehow.com","861-806-8390","1965-10-29","Male","45000","Commercial associate","Pending Approval","Y","N","Married","3","1","House / apartment","Secondary / secondary special","Laborers","1986-04-26","Semalang"
"5731768","Mathilde","Edscer","medscer6@wired.com","587-464-0830","1972-06-14","Male","157500","Working","Approved","Y","Y","Married","2","0","Municipal apartment","Secondary / secondary special","Laborers","2018-06-26","La Paz"
"5741876","Heindrick","Blackwood","hblackwood7n@bbb.org","799-917-3155","1991-07-29","Male","360000","Commercial associate","Approved","N","Y","Married","3","1","House / apartment","Higher education","Managers","2014-08-26","Shaoxing"
"5742655","Jolyn","Cleobury","jcleobury4b@blogger.com","777-782-1881","1973-03-02","Male","157500","Commercial associate","Approved","Y","Y","Married","2","0","Municipal apartment","Secondary / secondary special","Sales staff","2017-12-11","Miribel"
"5752447","Lauretta","Chritchley","lchritchley3g@adobe.com","331-619-6095","1991-10-30","Male","135000","Working","Declined","Y","Y","Married","4","2","House / apartment","Higher education","Accountants","2011-10-03","Aurora"
"5752919","Lorry","Purseglove","lpurseglove54@loc.gov","119-937-0394","1994-05-26","Male","130500","Working","Declined","N","N","Single / not married","1","0","With parents","Incomplete higher","Core staff","2019-07-03","Posse"
"5753568","Tracey","Manzell","tmanzellc3@intel.com","757-250-4968","1980-07-01","Female","247500","State servant","Declined","Y","Y","Married","3","1","House / apartment","Secondary / secondary special","High skill tech staff","1999-03-01","Chengyang"
"5760982","Mil","Jovicic","mjovicicbt@google.fr","144-936-6474","1981-11-13","Female","202500","Commercial associate","Declined","Y","Y","Married","2","0","House / apartment","Higher education","Managers","2019-11-27","Jiandou"
"5769647","Gauthier","Beane","gbeane5y@edublogs.org","340-709-8928","1980-05-11","Male","225000","Working","Approved","N","N","Married","3","1","With parents","Higher education","Laborers","2014-09-04","Vallentuna"
"5771010","Lena","Sussems","lsussemscu@purevolume.com","631-959-9915","1984-01-20","Male","112500","Working","Approved","N","Y","Single / not married","2","1","House / apartment","Secondary / secondary special","Laborers","2018-03-13","La Rochelle"
"5776390","Rosemary","Penning","rpenningag@ameblo.jp","112-467-4309","1993-11-06","Male","270000","Commercial associate","Not Applied","Y","Y","Married","3","1","House / apartment","Higher education","Laborers","2017-03-22","Ccuntuma"
"5784931","Alberta","Juarez","ajuarez8d@uiuc.edu","228-224-9998","1986-05-22","Female","247500","Working","Approved","N","N","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2018-07-23","Cential"
"5787770","Jerome","Gunby","jgunby68@de.vu","601-233-4637","1987-08-08","Female","112500","Working","Not Applied","Y","N","Married","3","1","House / apartment","Secondary / secondary special","Laborers","2020-09-27","Saskatoon"
"5788079","Luce","Jouhning","ljouhning6t@over-blog.com","579-954-5807","1991-06-13","Male","112500","State servant","Declined","Y","N","Married","3","1","House / apartment","Higher education","Core staff","2019-04-30","Hudai"
"5788131","Willis","Formoy","wformoy8b@g.co","690-682-3968","1978-03-30","Male","180000","Working","Not Applied","N","N","Married","2","0","House / apartment","Higher education","Security staff","2014-02-28","Montenegro"
"5788158","Aron","Piggott","apiggott3y@e-recht24.de","659-677-0472","1980-07-14","Male","130500","Working","Declined","Y","N","Married","4","2","House / apartment","Secondary / secondary special","Medicine staff","2013-06-29","Talitsa"
"5794763","Gardener","Laverick","glaverick3m@vkontakte.ru","794-654-8286","1977-08-23","Male","405000","State servant","Approved","Y","N","Married","3","1","House / apartment","Higher education","Managers","2005-07-30","Gunung"
"5795570","Bud","Brumham","bbrumham2d@csmonitor.com","263-182-2105","1982-03-06","Male","180000","Working","Approved","Y","Y","Married","5","3","Municipal apartment","Secondary / secondary special","Cooking staff","2019-10-28","Krasnokamsk"
"5796158","Randy","Kaszper","rkaszperu@icio.us","130-904-9900","1979-04-07","Male","171000","Working","Declined","Y","Y","Married","3","1","House / apartment","Secondary / secondary special","High skill tech staff","2020-01-08","Sampués"
"5796196","Fons","Feechan","ffeechan5h@fc2.com","575-535-9984","1976-09-11","Male","157500","Working","Declined","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2013-06-09","Boavista"
"5796228","Devonne","Wildey","dwildey1r@purevolume.com","625-304-5740","1976-10-09","Female","337500","State servant","Not Applied","Y","Y","Married","2","0","House / apartment","Higher education","Laborers","2016-11-07","Bojongsari"
"5804739","Palmer","Sherwill","psherwill3z@blogtalkradio.com","449-133-8523","1987-03-09","Female","225000","State servant","Pending Approval","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Core staff","2012-04-07","Sarnaki"
"5807135","Shantee","Dungey","sdungey9q@indiegogo.com","401-667-5051","1983-06-23","Male","135000","Working","Declined","Y","Y","Married","3","1","With parents","Secondary / secondary special","Managers","2015-11-11","Taloy"
"5807514","Pansie","Longmuir","plongmuir2n@godaddy.com","320-512-4891","1964-06-09","Female","180000","Working","Pending Approval","N","N","Married","2","0","House / apartment","Secondary / secondary special","Managers","2010-05-14","Pirané"
"5822994","Odie","Harefoot","oharefootba@cam.ac.uk","208-564-3861","1985-05-19","Male","135000","State servant","Approved","Y","Y","Separated","2","1","House / apartment","Higher education","Core staff","2015-05-14","Bodzanów"
"5823805","Lodovico","Espadate","lespadateck@goo.ne.jp","111-763-2942","1972-07-29","Female","405000","Working","Not Applied","Y","N","Single / not married","1","0","House / apartment","Higher education","Managers","2016-10-03","Arbuzynka"
"5823816","Neale","Dairton","ndairtond7@dot.gov","152-973-4032","1987-01-15","Male","270000","Commercial associate","Declined","N","N","Married","4","2","With parents","Higher education","Accountants","2018-01-30","Congonhas"
"5824133","Calli","Netti","cnettidi@un.org","325-720-3438","1975-07-30","Female","270000","Working","Approved","N","N","Married","5","3","House / apartment","Secondary / secondary special","Drivers","2000-12-14","Cofimvaba"
"5824451","Gilles","Hugill","ghugillbz@scientificamerican.com","172-412-0168","1984-11-20","Male","126000","Working","Approved","N","Y","Married","2","0","Rented apartment","Secondary / secondary special","Laborers","2013-01-13","Manila"
"5824754","Neysa","Banck","nbanckdl@unesco.org","483-584-9922","1968-10-18","Male","360000","Commercial associate","Pending Approval","Y","Y","Married","2","0","House / apartment","Higher education","Managers","2012-03-09","Tetaf"
"5824839","Sara","Corbitt","scorbitt2l@pcworld.com","923-906-2463","1992-05-03","Male","292500","Working","Pending Approval","Y","Y","Married","4","2","House / apartment","Secondary / secondary special","Cleaning staff","2019-07-10","Xindong"
"5833002","Nataniel","Lowrey","nlowrey5s@nature.com","659-775-3279","1967-07-04","Male","157500","Commercial associate","Declined","N","Y","Single / not married","1","0","House / apartment","Secondary / secondary special","Laborers","1986-03-15","Venda Nova"
"5837059","Nelle","Dalby","ndalbyam@dedecms.com","273-710-3922","1963-02-11","Male","135000","Working","Pending Approval","Y","N","Married","2","0","House / apartment","Secondary / secondary special","Managers","2020-07-22","Vohibinany"
"5837687","Cathe","Sheppard","csheppardcr@epa.gov","163-253-6252","1998-06-28","Male","225000","Working","Declined","N","Y","Civil marriage","2","0","House / apartment","Higher education","Sales staff","2019-09-13","Gavião"
"5839109","Krystal","Hildred","khildred13@yellowbook.com","979-586-8034","1968-03-23","Female","135000","Working","Pending Approval","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2018-10-17","Agrela"
"5839478","Carina","Minnis","cminnis80@wordpress.org","711-532-4896","1983-01-02","Female","112500","Commercial associate","Approved","N","Y","Married","2","0","House / apartment","Higher education","Laborers","2011-04-16","Arkalyk"
"5853596","Dani","Whiten","dwhitena@tiny.cc","153-367-5606","1996-06-01","Female","135000","Commercial associate","Pending Approval","N","Y","Civil marriage","2","0","House / apartment","Secondary / secondary special","Sales staff","2017-03-12","Wangpu"
"5853647","Kath","Luciano","kluciano5r@psu.edu","215-127-5410","1977-12-09","Female","135000","Commercial associate","Approved","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Cooking staff","2014-06-14","Legok"
"5854342","Mikol","Placstone","mplacstone6w@tuttocitta.it","500-609-2775","1977-04-24","Female","225000","Working","Declined","N","N","Married","3","1","House / apartment","Higher education","Security staff","1999-02-11","Novonukutskiy"
"5854685","Row","Corson","rcorson3j@adobe.com","602-118-6919","1975-07-03","Female","211500","Working","Declined","N","N","Single / not married","2","1","House / apartment","Secondary / secondary special","Drivers","2014-02-11","Lañgub"
"5857338","Llewellyn","Greenland","lgreenland6v@t-online.de","473-302-6749","1986-04-24","Female","225000","Working","Not Applied","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2014-04-16","Niños Heroes"
"5864246","Ysabel","Potes","ypotesl@theglobeandmail.com","526-745-8290","1985-10-21","Male","135000","Commercial associate","Declined","N","N","Widow","1","0","House / apartment","Secondary / secondary special","Managers","2017-04-05","Candelaria"
"5866121","Hubert","Caldeiro","hcaldeiro3@github.com","653-553-7278","1994-03-28","Female","157500","Working","Approved","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Sales staff","2019-10-30","Jimsar"
"5867060","Reilly","Islip","rislipb9@google.nl","709-716-2096","1972-11-23","Female","67500","Working","Not Applied","N","N","Married","2","0","House / apartment","Secondary / secondary special","Sales staff","2008-11-06","Targanice"
"5868335","Shannon","Carnihan","scarnihan7w@ucsd.edu","904-344-5890","1982-11-17","Female","180000","Working","Declined","N","N","Married","2","0","Municipal apartment","Secondary / secondary special","Laborers","2013-11-30","Dzhebariki-Khaya"
"5868385","Robert","Brum","rbrum5z@godaddy.com","104-346-5103","1998-10-08","Female","112500","Working","Pending Approval","N","Y","Civil marriage","2","0","House / apartment","Higher education","Core staff","2019-06-09","Karlstad"
"5872981","Dorolice","Yellowlea","dyellowleac2@mtv.com","414-443-8650","1986-02-06","Male","202500","State servant","Pending Approval","Y","Y","Married","2","0","Rented apartment","Secondary / secondary special","Core staff","2006-11-29","Södra Sandby"
"5873469","Cher","Glayzer","cglayzer2t@webmd.com","703-925-9339","1976-08-14","Male","157500","Working","Not Applied","N","N","Married","2","0","House / apartment","Secondary / secondary special","Sales staff","2018-05-15","Vargem Grande do Sul"
"5883992","Felice","Morrant","fmorrantb4@salon.com","931-455-6962","1996-05-21","Female","157500","Commercial associate","Approved","N","Y","Married","3","1","House / apartment","Secondary / secondary special","Laborers","2019-12-25","Cipatat"
"5889298","Tiena","Parsons","tparsonsc6@facebook.com","714-497-9125","1976-10-09","Female","180000","Working","Not Applied","Y","N","Married","4","2","House / apartment","Secondary / secondary special","Drivers","2005-06-27","San Juan Nepomuceno"
"5890059","Lorene","Derisly","lderisly82@booking.com","191-812-9369","1984-02-17","Male","112500","Commercial associate","Pending Approval","N","N","Married","2","0","House / apartment","Secondary / secondary special","Drivers","2020-03-30","Apuri"
"5890932","Tobye","Vannacci","tvannaccibi@ifeng.com","301-570-7384","1974-03-17","Male","225000","Commercial associate","Not Applied","N","Y","Married","2","0","House / apartment","Higher education","Managers","2016-09-12","Timmins"
"5890980","Barnabe","Flament","bflament31@technorati.com","121-307-4134","1978-04-26","Male","202500","Commercial associate","Pending Approval","N","N","Married","3","1","House / apartment","Secondary / secondary special","Drivers","2010-12-03","Gapluk"
"5891672","Hyacinthie","Ife","hife55@51.la","171-351-0738","1989-09-28","Female","90000","Working","Approved","N","Y","Married","3","1","House / apartment","Secondary / secondary special","Sales staff","2013-04-01","Gavião"
"5891869","Moe","Brennen","mbrennendf@addtoany.com","455-495-9218","1979-02-11","Female","292500","Working","Declined","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Sales staff","2017-04-17","Zhaike"
"5901259","Peterus","Bradder","pbradder5j@sciencedaily.com","433-738-2370","1972-10-04","Male","90000","Commercial associate","Approved","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Core staff","2016-08-16","Kaca"
"5906036","Mead","Weathey","mweatheyar@google.com.hk","351-133-2797","1965-10-30","Female","225000","Working","Approved","N","N","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2008-06-07","Banjar Danginsema"
"5917926","Edmon","Eul","eeul51@reddit.com","484-918-7265","1980-07-19","Female","225000","Commercial associate","Declined","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Core staff","2019-02-13","Phunphin"
"5918680","Alissa","Norkutt","anorkutt5n@indiegogo.com","244-758-1072","1982-02-03","Female","202500","Working","Not Applied","N","N","Married","4","2","House / apartment","Secondary / secondary special","Drivers","2009-03-04","Golcowa"
"5923782","Evanne","De La Salle","edelasalle5a@washingtonpost.com","274-605-7571","1977-12-13","Female","90000","Working","Not Applied","N","Y","Married","3","1","House / apartment","Secondary / secondary special","High skill tech staff","2017-12-07","Rennes"
"5928650","Dag","Brend","dbrend5x@mapy.cz","620-602-6720","1970-03-18","Female","157500","Commercial associate","Approved","N","Y","Separated","1","0","House / apartment","Higher education","Core staff","2009-09-16","Yanshou"
"5929590","Jacinda","Ducker","jduckerb2@examiner.com","650-434-7095","1974-07-05","Male","144000","Commercial associate","Not Applied","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2008-05-17","Alfonso"
"5929700","Hetti","Garwill","hgarwillas@histats.com","719-377-5217","1987-06-22","Male","315000","Working","Not Applied","N","N","Married","3","1","House / apartment","Secondary / secondary special","Laborers","2019-07-17","Xijiao"
"5936500","Marion","Stave","mstave6l@dion.ne.jp","916-155-0788","1986-08-08","Female","202500","Commercial associate","Approved","Y","Y","Single / not married","1","0","House / apartment","Higher education","Managers","2020-07-16","Borabue"
"5938544","Gwynne","Plott","gplott96@4shared.com","402-773-8753","1976-10-06","Male","99000","Working","Not Applied","N","Y","Married","2","0","House / apartment","Secondary / secondary special","High skill tech staff","2006-01-06","Néa Pélla"
"5939033","Caresse","Heber","cheber5l@ning.com","331-893-6683","1996-11-11","Female","270000","Working","Approved","Y","N","Married","3","1","House / apartment","Higher education","Private service staff","2019-07-09","Nonohonis"
"5943187","Balduin","Dunphie","bdunphien@infoseek.co.jp","172-875-1521","1989-02-02","Female","202500","State servant","Approved","N","Y","Single / not married","2","1","House / apartment","Higher education","Core staff","2015-06-04","Itatinga"
"5943570","Feodor","Harrow","fharrowcn@accuweather.com","300-219-2592","1970-09-01","Male","135000","Working","Not Applied","N","N","Single / not married","1","0","House / apartment","Secondary / secondary special","Sales staff","2015-10-27","Lamam"
"5944702","Brook","Boss","bboss71@biblegateway.com","828-536-4528","1992-02-28","Female","195750","Working","Declined","Y","N","Married","3","1","House / apartment","Higher education","Accountants","2014-12-28","Daminggong"
"5945244","Goddard","Isard","gisard42@webnode.com","660-698-8972","1968-05-19","Female","112500","Working","Not Applied","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Managers","2018-06-30","Guangping"
"5949396","Bibbie","Swinden","bswinden9b@edublogs.org","354-632-4674","1981-01-26","Female","180000","Working","Pending Approval","N","Y","Single / not married","2","1","House / apartment","Secondary / secondary special","Sales staff","2017-09-16","Silab"
"5949775","Eldon","Batham","ebatham46@nationalgeographic.com","287-674-5715","1989-09-22","Male","247500","Working","Not Applied","Y","N","Married","3","1","House / apartment","Secondary / secondary special","Sales staff","2012-02-02","Kuripan"
"5951704","Tome","Rehorek","trehorek38@mashable.com","363-818-1326","1976-05-28","Female","135000","Working","Approved","Y","N","Married","2","0","Municipal apartment","Secondary / secondary special","Drivers","2018-01-07","Valkeakoski"
"5952012","Sophi","Aynscombe","saynscombe12@e-recht24.de","605-388-8675","1987-07-28","Female","225000","Working","Approved","Y","Y","Civil marriage","2","0","House / apartment","Secondary / secondary special","Laborers","2017-04-06","Mrzezino"
"5952185","Wenona","Skally","wskallyy@barnesandnoble.com","651-214-6058","1989-08-07","Male","112500","Working","Pending Approval","N","Y","Single / not married","1","0","Municipal apartment","Secondary / secondary special","Laborers","2013-04-06","Taifu"
"5969638","Erek","Chilley","echilley21@usnews.com","680-214-1770","1983-06-10","Male","135000","Working","Pending Approval","N","N","Separated","1","0","House / apartment","Higher education","Laborers","2005-08-29","Pinglumiao"
"5970713","Sigismundo","Guerriero","sguerriero2r@upenn.edu","151-358-8548","1980-07-26","Male","360000","Commercial associate","Approved","Y","Y","Married","3","1","House / apartment","Secondary / secondary special","Managers","2012-06-29","Bendorubuh"
"5975851","Bevon","Coners","bconers4z@myspace.com","300-665-3651","1982-12-26","Female","405000","Working","Approved","Y","Y","Married","5","3","House / apartment","Secondary / secondary special","Accountants","2010-01-16","Wudangshan"
"5976337","Briggs","Tebb","btebb5d@webs.com","968-825-4553","1976-01-21","Female","360000","Working","Pending Approval","N","Y","Married","3","1","House / apartment","Secondary / secondary special","Laborers","2020-09-17","New Glasgow"
"5978343","Jorrie","Faircloth","jfaircloth9g@tiny.cc","478-967-7921","1967-01-20","Male","540000","Working","Pending Approval","Y","Y","Married","2","0","House / apartment","Higher education","Managers","2009-02-08","Hagfors"
"5979222","Philippine","Sheivels","psheivels9a@seattletimes.com","814-857-0965","1990-03-22","Female","225000","Working","Declined","Y","Y","Married","2","0","House / apartment","Higher education","Core staff","2012-07-13","Dushi"
"5987885","Alana","Whitby","awhitby3q@yellowbook.com","942-203-6487","1987-10-22","Male","166500","Commercial associate","Declined","N","N","Widow","3","2","House / apartment","Secondary / secondary special","Sales staff","2018-06-16","Viradouro"
"5989257","Lindon","Penniell","lpenniell4k@fc2.com","449-493-0209","1966-12-02","Male","405000","Working","Pending Approval","N","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","1989-05-28","Kachkanar"
"5992823","Maxine","Alleyne","malleyne11@macromedia.com","368-185-2764","1979-09-01","Female","126000","Commercial associate","Approved","N","Y","Single / not married","1","0","House / apartment","Secondary / secondary special","Cleaning staff","2011-02-23","Hezuo"
"5992946","Daniella","Silber","dsilbercd@home.pl","899-734-6890","1974-04-14","Female","180000","Commercial associate","Approved","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","High skill tech staff","2015-04-25","Yongjiu"
"5993577","Mathian","Kinsman","mkinsmanao@amazon.com","764-500-3247","1975-10-24","Female","157500","Working","Pending Approval","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Drivers","2019-09-11","Ełk"
"5993699","Christin","Rushbury","crushbury4p@tinypic.com","886-389-9350","1972-10-27","Male","315000","State servant","Pending Approval","N","Y","Single / not married","1","0","House / apartment","Higher education","High skill tech staff","2017-12-10","Guantouzui"
"5993755","Chrissie","Delacoste","cdelacoste57@patch.com","465-313-3180","1975-11-26","Female","337500","Commercial associate","Not Applied","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2015-04-11","Mantingantengah"
"5995538","Nita","Epsley","nepsley6u@hostgator.com","325-379-5951","1976-06-06","Female","90000","Working","Declined","N","Y","Married","3","1","House / apartment","Secondary / secondary special","Sales staff","2010-11-21","Shakhun’ya"
"5996264","Thornie","Hallwell","thallwell8k@com.com","190-699-9636","1971-01-10","Female","135000","Commercial associate","Declined","Y","Y","Separated","1","0","House / apartment","Secondary / secondary special","Laborers","2015-03-31","Jadho"
"5999497","Terese","Scudamore","tscudamore61@fotki.com","502-653-4461","1979-06-19","Female","135000","Working","Not Applied","Y","Y","Married","2","0","House / apartment","Secondary / secondary special","Laborers","2019-11-05","Ra-ngae"
"6013755","Gilbertine","Alton","galton6a@state.gov","777-743-9210","1998-01-11","Female","112500","Working","Approved","N","Y","Single / not married","1","0","House / apartment","Secondary / secondary special","Sales staff","2020-05-26","Koronganayam"
"6021589","Margeaux","Newstead","mnewstead9c@bravesites.com","675-465-4170","1980-09-18","Male","405000","Working","Declined","Y","Y","Married","5","3","House / apartment","Secondary / secondary special","Sales staff","2019-07-20","Zhongcun"
"6022621","Perkin","Sandbach","psandbachbg@fastcompany.com","933-500-6495","1967-10-01","Male","427500","Commercial associate","Approved","N","Y","Widow","2","1","House / apartment","Higher education","Accountants","2018-11-01","Orekhovo-Zuyevo"
"6023041","Mariele","Wordley","mwordley77@ibm.com","226-433-1900","1973-07-12","Male","202500","Working","Pending Approval","N","N","Civil marriage","2","0","House / apartment","Secondary / secondary special","Laborers","2011-12-09","Amagasaki"
"6024251","Eydie","Hicken","ehicken2q@tripadvisor.com","921-187-1567","1979-05-29","Female","292500","Working","Declined","Y","N","Single / not married","1","0","House / apartment","Higher education","Managers","2011-11-07","Fuenlabrada"
